title,description,course_url,topics,available_videos,id
How to Develop Breakthrough Products and Services,"Firms must develop major innovations to prosper, but they don’t know how to. However, recent research into the innovation process has made it possible to develop breakthroughs systematically. <em>15.356 How to Develop Breakthrough Products and Services</em> explores several practical idea generation development methods. To convey the art required to implement each of these methodologies, experts are invited to present real cases to the class.",https://ocw.mit.edu/courses/15-356-how-to-develop-breakthrough-products-and-services-spring-2012/,"['Business', 'Entrepreneurship', 'Innovation']",4,126
Finance Theory I,"This course introduces the core theory of modern financial economics and financial management, with a focus on capital markets and investments. Topics include functions of capital markets and financial intermediaries, asset valuation, fixed-income securities, common stocks, capital budgeting, diversification and portfolio selection, equilibrium pricing of risky assets, the theory of efficient markets, and an introduction to derivatives and options.",https://ocw.mit.edu/courses/15-401-finance-theory-i-fall-2008/,"['Business', 'Finance', 'Social Science', 'Economics', 'Financial Economics']",0,127
Information Technology as an Integrating Force in Manufacturing,"In virtually every industry and every firm, information technology is driving change, creating opportunities and challenges. Leaders who don’t understand at least the fundamentals of information systems will be at a strategic disadvantage. This course provides broad coverage of technology concepts and trends underlying current and future developments in information technology, and fundamental principles for the effective use of computer-based information systems. There will be a special emphasis on manufacturing. Information Systems topics that will be covered include networks and distributed computing, including the World Wide Web, hardware and operating systems, software development tools and processes, relational databases, security and cryptography, enterprise applications, B2B, the semantic web and electronic commerce. Sloan LFM students with an interest in Information Systems are encouraged to register for this course.",https://ocw.mit.edu/courses/15-566-information-technology-as-an-integrating-force-in-manufacturing-spring-2003/,"['Business', 'Information Technology', 'Operations Management']",0,128
Dynamic Leadership: Using Improvisation in Business,The first two weeks of this course are an overview of performing improvisation with introductory and advanced exercises in the techniques of improvisation.&nbsp;The final four weeks focus on applying these concepts in business situations to practice and mastering these improvisation tools in leadership learning.,https://ocw.mit.edu/courses/15-969-dynamic-leadership-using-improvisation-in-business-fall-2004/,"['Business', 'Innovation', 'Leadership', 'Management', 'Social Science', 'Communication']",0,129
FinTech: Shaping the Financial World,"This course about financial technology, or FinTech, is for students wishing to explore the ways in which new technologies are disrupting the financial services industry—driving material change in business models, products, applications and customer user interface. Amongst the significant technological trends affecting financial services into the 2020’s, the class will explore AI, deep learning, blockchain technology and open APIs.&nbsp;Students will gain an understanding of the key technologies, market structure, participants, regulation and the dynamics of change being brought about by FinTech.",https://ocw.mit.edu/courses/15-s08-fintech-shaping-the-financial-world-spring-2020/,"['Business', 'Finance', 'Information Technology', 'Innovation', 'Engineering', 'Computer Science', 'Artificial Intelligence']",0,130
Blockchain and Money,"This course is for students wishing to explore blockchain technology’s potential use—by entrepreneurs and incumbents—to change the world of money and finance. The course begins with a review of Bitcoin and an understanding of the commercial, technical, and public policy fundamentals of blockchain technology, distributed ledgers, and smart contracts. The class then continues on to current and potential blockchain applications in the financial sector.",https://ocw.mit.edu/courses/15-s12-blockchain-and-money-fall-2018/,"['Business', 'Finance', 'Information Technology', 'Engineering', 'Computer Science', 'Algorithms and Data Structures', 'Computer Networks', 'Cryptography']",23,131
Nuts and Bolts of Business Plans,"<p>The nuts and bolts of preparing a New Venture Plan and launching the venture will be explored in this twenty-fifth&nbsp;annual course offering. The course is open to members of the MIT Community and to others interested in entrepreneurship. It is particularly recommended for persons who are interested in starting or are involved in a new business or venture. Because some of the speakers will be judges of the MIT $100K Entrepreneurship Competition, persons who are planning to enter the Competition should find the course particularly useful. In the past approximately 50% of the class has been from the Engineering / Science / Architecture Schools and 50% from the Sloan School of Management.</p>
<p>The course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.</p>
",https://ocw.mit.edu/courses/15-s21-nuts-and-bolts-of-business-plans-january-iap-2014/,"['Business', 'Entrepreneurship', 'Finance', 'Innovation', 'Management']",7,132
How to Win at Texas Hold'em Poker,"<p>Offered during MIT’s Independent Activites Period (IAP), this short course covers the poker concepts, math concepts, and general concepts needed to play the game of Texas Hold’em on a professional level.</p>
<p><a href=""http://web.mit.edu/IAP/"" target=""_blank"" rel=""noopener"">IAP is a special 4-week term in January</a> that provides members of the MIT community including students, faculty, staff, and alums with an opportunity to organize, sponsor and participate in a wide variety of activities and topics that are often outside of the regular MIT curriculum.</p>
<p><strong>Faculty Advisor:</strong> Paul Mende</p>
",https://ocw.mit.edu/courses/15-s50-how-to-win-at-texas-holdem-poker-january-iap-2016/,"['Mathematics', 'Probability and Statistics']",6,133
Poker Theory and Analytics,"<p>This course takes a broad-based look at poker theory and applications of poker analytics to investment management and trading.</p>
<p>This course is offered during the <a href=""http://web.mit.edu/IAP/"" target=""_blank"" rel=""noopener"">Independent Activities Period (IAP)</a>, which is a special 4-week term at MIT in January. IAP provides members of the MIT community including students, faculty, staff, and alums with an opportunity to organize, sponsor and participate in a wide variety of activities and topics that are often outside of the regular MIT curriculum.</p>
<p><strong>Faculty Advisor</strong>: Paul Mende</p>
",https://ocw.mit.edu/courses/15-s50-poker-theory-and-analytics-january-iap-2015/,"['Business', 'Management', 'Mathematics', 'Probability and Statistics']",8,134
"Unified Engineering I, II, III, & IV","The basic objective of Unified Engineering is to give a solid understanding of the fundamental disciplines of aerospace engineering, as well as their interrelationships and applications. These disciplines are Materials and Structures (M); Computers and Programming (C); Fluid Mechanics (F); Thermodynamics (T); Propulsion (P); and Signals and Systems (S). In choosing to teach these subjects in a unified manner, the instructors seek to explain the common intellectual threads in these disciplines, as well as their combined application to solve engineering Systems Problems (SP). Throughout the year, the instructors emphasize the connections among the disciplines.",https://ocw.mit.edu/courses/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006/,"['Business', 'Project Management', 'Engineering', 'Aerospace Engineering', 'Mechanical Engineering', 'Fluid Mechanics', 'Science', 'Physics', 'Thermodynamics']",0,135
Cognitive Robotics,"This is a class about applying autonomy to real-world systems. The overarching theme uniting the many different topics in this course will center around programming a cognitive robotic. This class takes the approach of introducing new reasoning techniques and ideas incrementally. We start with the current paradigm of programming you’re likely familiar with, and evolve it over the semester—continually adding in new features and reasoning capabilities—ending with a robust, intelligent system. These techniques and topics will include algorithms for allowing a robot to: Monitor itself for potential problems (both observable and hidden), scheduling tasks in time, coming up with novel plans to achieve desired goals over time, dealing with the continuous world, collaborating with other (autonomous) agents, dealing with risk, and more.",https://ocw.mit.edu/courses/16-412j-cognitive-robotics-spring-2016/,"['Engineering', 'Computer Science', 'Artificial Intelligence', 'Electrical Engineering', 'Robotics and Control Systems']",0,136
Introduction to Lean Six Sigma Methods,"<p>This course covers the fundamental principles, practices and tools of Lean Six Sigma methods that underlay modern organizational productivity approaches applied in aerospace, automotive, health care, and other sectors. It includes lectures, active learning exercises, a plant tour, talks by industry practitioners, and videos. One third of the course is devoted to a physical simulation of an aircraft manufacturing enterprise or a clinic to illustrate the power of Lean Six Sigma methods.</p>
<p>The course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.</p>
",https://ocw.mit.edu/courses/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012/,"['Business', 'Health Care Management', 'Leadership', 'Operations Management', 'Organizational Behavior', 'Project Management', 'Engineering', 'Aerospace Engineering', 'Systems Engineering', 'Systems Optimization']",17,137
Private Pilot Ground School,"This is a three-day workshop that took place during the MIT Independent Activities Period (IAP) in January, 2019. This workshop aims to provide information for students to prepare for the FAA Private Pilot Knowledge Test. Topics include airplane aerodynamics, aircraft systems, navigation, meteorology, aircraft ownership and maintenance, aircraft performance, multi-engine and jets.",https://ocw.mit.edu/courses/16-687-private-pilot-ground-school-january-iap-2019/,"['Engineering', 'Aerospace Engineering']",24,138
Engineering Design and Rapid Prototyping,"<p>This course provides students with an opportunity to conceive, design and implement a product, using rapid prototyping methods and computer-aid tools. The first of two phases challenges each student team to meet a set of design requirements and constraints for a structural component. A course of iteration, fabrication, and validation completes this manual design cycle. During the second phase, each team conducts design optimization using structural analysis software, with their phase one prototype as a baseline.</p>
<h2 id=""acknowledgements"">Acknowledgements</h2>
<p>This course is made possible thanks to a grant by the alumni sponsored Teaching and Education Enhancement Program (Class of ‘51 Fund for Excellence in Education, Class of ‘55 Fund for Excellence in Teaching, Class of ‘72 Fund for Educational Innovation). The instructors gratefully acknowledge the financial support.</p>
<p>The course was approved by the Undergraduate Committee of the MIT Department of Aeronautics and Astronautics in 2003. The instructors thank Prof. Manuel Martinez-Sanchez and the committee members for their support and suggestions.</p>
",https://ocw.mit.edu/courses/16-810-engineering-design-and-rapid-prototyping-january-iap-2005/,"['Engineering', 'Aerospace Engineering', 'Aerodynamics', 'Structural Mechanics', 'Mechanical Engineering', 'Mechanical Design', 'Systems Engineering', 'Computational Modeling and Simulation', 'Systems Optimization']",0,139
Fundamentals of Systems Engineering,"<p>General introduction to systems engineering using both the classical V-model and the new <em>Meta</em> approach. Topics include stakeholder analysis, requirements definition, system architecture and concept generation, trade-space exploration and concept selection, design definition and optimization, system integration and interface management, system safety, verification and validation, and commissioning and operations. Discusses the trade-offs between performance, lifecycle cost and system operability. Readings based on systems engineering standards and papers. Students apply the concepts of systems engineering to a cyber-electro-mechanical system, which is subsequently entered into a design competition.</p>
<p>Students will prepare a PDR (Preliminary Design Review)-level design intended for the <em>Cansat Competition</em>.This year’s class will be taught in the form of a Small-Private-Online-Course (SPOC) and offered simultaneously to students at MIT under number 16.842 and Ecole Polytechnique Fédérale de Lausanne (EPFL) as ENG-421.</p>
",https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/,"['Engineering', 'Aerospace Engineering', 'Systems Engineering']",10,140
Aircraft Systems Engineering,"16.885J offers a holistic view of the aircraft as a system, covering: basic systems engineering; cost and weight estimation; basic aircraft performance; safety and reliability; lifecycle topics; aircraft subsystems; risk analysis and management; and system realization. Small student teams retrospectively analyze an existing aircraft covering: key design drivers and decisions; aircraft attributes and subsystems; and operational experience. Oral and written versions of the case study are delivered. For the Fall 2005 term, the class focuses on a systems engineering analysis of the Space Shuttle. It offers study of both design and operations of the shuttle, with frequent lectures by outside experts. Students choose specific shuttle systems for detailed analysis and develop new subsystem designs using state of the art technology.",https://ocw.mit.edu/courses/16-885j-aircraft-systems-engineering-fall-2005/,"['Business', 'Project Management', 'Engineering', 'Aerospace Engineering', 'Systems Engineering']",22,141
Single Variable Calculus,"This introductory calculus course covers differentiation and integration of functions of one variable, with applications.",https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,"['Mathematics', 'Calculus', 'Differential Equations']",35,142
Calculus I: Single Variable Calculus,"<p>Master the calculus of derivatives, integrals, coordinate systems, and infinite series.</p>
<p>In this three-part series you will learn the mathematical notation, physical meaning, and geometric interpretation of a variety of calculus concepts. Along with the fundamental computational skills required to solve these problems, you will also gain insight into real-world applications of these mathematical ideas.</p>
<ul>
<li><a href=""https://openlearninglibrary.mit.edu/courses/course-v1:MITx+18.01.1x+2T2019/about"" target=""_blank"" rel=""noopener"">Part 1: Differentiation</a></li>
<li><a href=""https://openlearninglibrary.mit.edu/courses/course-v1:MITx+18.01.2x+3T2019/about"" target=""_blank"" rel=""noopener"">Part 2: Integration</a></li>
<li><a href=""https://openlearninglibrary.mit.edu/courses/course-v1:MITx+18.01.3x+1T2020/about"" target=""_blank"" rel=""noopener"">Part 3: Coordinate Systems &amp; Infinite Series</a></li>
</ul>
<p>This series of courses is part of the <a href=""https://openlearning.mit.edu/courses-programs/open-learning-library"" target=""_blank"" rel=""noopener"">Open Learning Library</a>, which is free to use. You have the option to sign up and enroll in the courses if you want to track your progress, or you can view and use all the materials without enrolling.</p>
",https://ocw.mit.edu/courses/18-01-calculus-i-single-variable-calculus-fall-2020/,"['Mathematics', 'Calculus']",0,143
Single Variable Calculus,"<p>This calculus course covers differentiation and integration of functions of one variable, and concludes with a brief discussion of infinite series. Calculus is fundamental to many scientific disciplines including physics, engineering, and economics.</p>
<p>Course Format</p>
<p><a href=""pages/syllabus""><img src=""/images/button_start.png"" alt=""Click to get started.""></a>This course has been designed for independent study. It includes all of the materials you will need to understand the concepts covered in this subject. The materials in this course include:</p>
<ul>
<li><strong>Lecture Videos</strong> with supporting written notes</li>
<li><strong>Recitation Videos</strong> of problem-solving tips</li>
<li><strong>Worked Examples</strong> with detailed solutions to sample problems</li>
<li><strong>Problem sets</strong> with solutions</li>
<li><strong>Exams</strong> with solutions</li>
<li><strong>Interactive Java Applets</strong> (“Mathlets”) to reinforce key concepts</li>
</ul>
<p>Content Development</p>
<p>David Jerison&nbsp;<br>
Arthur Mattuck&nbsp;<br>
Haynes Miller&nbsp;<br>
Benjamin Brubaker&nbsp;<br>
Jeremy Orloff</p>
<p>Heidi Burgiel&nbsp;<br>
Christine Breiner&nbsp;<br>
David Jordan&nbsp;<br>
Joel Lewis</p>
<p>About OCW Scholar</p>
<p>OCW Scholar courses are designed specifically for OCW’s single largest audience: independent learners. These courses are substantially more complete than typical OCW courses, and include new custom-created content as well as materials repurposed from previously published courses.</p>
",https://ocw.mit.edu/courses/18-01sc-single-variable-calculus-fall-2010/,"['Mathematics', 'Calculus', 'Differential Equations']",0,144
Multivariable Calculus,"<p>This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.</p>
<p>MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.</p>
",https://ocw.mit.edu/courses/18-02-multivariable-calculus-fall-2007/,"['Mathematics', 'Calculus', 'Differential Equations', 'Linear Algebra']",35,145
Multivariable Calculus,"<p>This course covers differential, integral and vector calculus for functions of more than one variable. These mathematical tools and methods are used extensively in the physical sciences, engineering, economics and computer graphics.</p>
<p>The materials have been organized to support independent study. The website includes all of the materials you will need to understand the concepts covered in this subject. The materials in this course include:</p>
<ul>
<li><strong>Lecture Videos</strong> recorded on the MIT campus</li>
<li><strong>Recitation Videos</strong> with problem-solving tips</li>
<li><strong>Examples</strong> of solutions to sample problems</li>
<li><strong>Problems</strong> for you to solve, with solutions</li>
<li><strong>Exams</strong> with solutions</li>
<li><strong>Interactive Java Applets</strong> (“Mathlets”) to reinforce key concepts</li>
</ul>
<p>Content Development</p>
<p>Denis Auroux&nbsp;<br>
Arthur Mattuck&nbsp;<br>
Jeremy Orloff&nbsp;<br>
John Lewis</p>
<p>Heidi Burgiel&nbsp;<br>
Christine Breiner&nbsp;<br>
David Jordan&nbsp;<br>
Joel Lewis</p>
",https://ocw.mit.edu/courses/18-02sc-multivariable-calculus-fall-2010/,"['Mathematics', 'Calculus', 'Differential Equations', 'Linear Algebra']",0,146
Differential Equations,"Differential Equations are the language in which the laws of nature are expressed. Understanding properties of solutions of differential equations is fundamental to much of contemporary science and engineering. Ordinary differential equations (ODE’s) deal with functions of one variable, which can often be thought of as time.",https://ocw.mit.edu/courses/18-03-differential-equations-spring-2010/,"['Mathematics', 'Differential Equations', 'Linear Algebra']",32,147
Differential Equations,"<p>The laws of nature are expressed as differential equations. Scientists and engineers must know how to model the world in terms of differential equations, and how to solve those equations and interpret the solutions. This course focuses on the equations and techniques most useful in science and engineering.</p>
<p>Course Format</p>
<p>This course has been designed for independent study. It provides everything you will need to understand the concepts covered in the course. The materials include:</p>
<ul>
<li><strong>Lecture Videos</strong> by Professor Arthur Mattuck.</li>
<li><strong>Course Notes</strong> on every topic.</li>
<li><strong>Practice Problems</strong> with <strong>Solutions</strong>.</li>
<li><strong>Problem Solving Videos</strong> taught by experienced MIT Recitation Instructors.</li>
<li><strong>Problem Sets</strong> to do on your own with <strong>Solutions</strong> to check your answers against when you’re done.</li>
<li>A selection of <strong>Interactive Java® Demonstrations</strong> called <em>Mathlets</em> to illustrate key concepts.</li>
<li>A full set of <strong>Exams with Solutions</strong>, including practice exams to help you prepare.</li>
</ul>
<p>Content Development</p>
<p>Haynes Miller&nbsp;<br>
Jeremy Orloff&nbsp;<br>
Dr. John Lewis&nbsp;<br>
Arthur Mattuck</p>
",https://ocw.mit.edu/courses/18-03sc-differential-equations-fall-2011/,"['Mathematics', 'Differential Equations', 'Linear Algebra']",0,148
Linear Algebra,"This is a basic subject on matrix theory and linear algebra. Emphasis is given to topics that will be useful in other disciplines, including systems of equations, vector spaces, determinants, eigenvalues, similarity, and positive definite matrices.",https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,"['Mathematics', 'Linear Algebra']",35,149
"Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.",https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/,"['Engineering', 'Electrical Engineering', 'Signal Processing', 'Mathematics', 'Applied Mathematics', 'Computation', 'Linear Algebra']",34,150
Linear Algebra,"<p>This course covers matrix theory and linear algebra, emphasizing topics useful in other disciplines such as physics, economics and social sciences, natural sciences, and engineering. It parallels the combination of theory and applications in Professor Strang’s textbook <a href=""http://math.mit.edu/~gs/linearalgebra/"" target=""_blank"" rel=""noopener""><em>Introduction to Linear Algebra</em></a>.</p>
<p>Course Format</p>
<p>This course has been designed for independent study. It provides everything you will need to understand the concepts covered in the course. The materials include:</p>
<ul>
<li>A complete set of <strong>Lecture Videos</strong> by Professor Gilbert Strang.</li>
<li><strong>Summary Notes</strong> for all videos along with suggested readings in Prof. Strang’s textbook <a href=""http://math.mit.edu/~gs/linearalgebra/"" target=""_blank"" rel=""noopener""><em>Linear Algebra</em></a>.</li>
<li><strong>Problem Solving Videos</strong> on every topic taught by an experienced MIT Recitation Instructor.</li>
<li><strong>Problem Sets</strong> to do on your own with <strong>Solutions</strong> to check your answers against when you’re done.</li>
<li>A selection of <strong>Java® Demonstrations</strong> to illustrate key concepts.</li>
<li>A full set of <strong>Exams with Solutions</strong>, including review material to help you prepare.</li>
</ul>
",https://ocw.mit.edu/courses/18-06sc-linear-algebra-fall-2011/,"['Mathematics', 'Linear Algebra']",0,151
Computational Science and Engineering I,"<p>This course provides a review of linear algebra, including applications to networks, structures, and estimation, Lagrange multipliers. Also covered are: differential equations of equilibrium; Laplace’s equation and potential flow; boundary-value problems; minimum principles and calculus of variations; Fourier series; discrete Fourier transform; convolution; and applications.</p>
<p>Note: This course was previously called “Mathematical Methods for Engineers I.”</p>
",https://ocw.mit.edu/courses/18-085-computational-science-and-engineering-i-fall-2008/,"['Engineering', 'Systems Engineering', 'Computational Science and Engineering', 'Mathematics', 'Applied Mathematics', 'Differential Equations', 'Linear Algebra']",50,152
Mathematical Methods for Engineers II,This graduate-level course is a continuation of Mathematical Methods for Engineers I (18.085). Topics include numerical methods; initial-value problems; network flows; and optimization.,https://ocw.mit.edu/courses/18-086-mathematical-methods-for-engineers-ii-spring-2006/,"['Engineering', 'Systems Engineering', 'Computational Science and Engineering', 'Mathematics', 'Applied Mathematics', 'Differential Equations', 'Linear Algebra']",29,153
Real Analysis,"This course covers the fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, and the interchange of limit operations. It shows the utility of abstract concepts&nbsp;through a study of real numbers, and teaches an understanding and construction of proofs.",https://ocw.mit.edu/courses/18-100a-real-analysis-fall-2020/,"['Mathematics', 'Calculus', 'Mathematical Analysis']",0,154
Introduction to Functional Analysis,"Functional analysis helps us study and solve both linear and nonlinear problems posed on a normed space that is no longer finite-dimensional, a situation that arises very naturally in many concrete problems. Topics include normed spaces, completeness, functionals, the Hahn-Banach Theorem, duality, operators; Lebesgue measure, measurable functions, integrability, completeness of Lᵖ spaces; Hilbert spaces; compact and self-adjoint operators; and the Spectral Theorem.",https://ocw.mit.edu/courses/18-102-introduction-to-functional-analysis-spring-2021/,"['Mathematics', 'Linear Algebra', 'Mathematical Analysis']",0,155
Graph Theory and Additive Combinatorics,"This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.",https://ocw.mit.edu/courses/18-217-graph-theory-and-additive-combinatorics-fall-2019/,"['Mathematics', 'Applied Mathematics', 'Discrete Mathematics', 'Probability and Statistics']",26,156
Theory of Computation,"This course emphasizes computability and computational complexity theory. Topics include regular and context-free languages, decidable and undecidable problems, reducibility, recursive function theory, time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems.",https://ocw.mit.edu/courses/18-404j-theory-of-computation-fall-2020/,"['Engineering', 'Computer Science', 'Theory of Computation', 'Mathematics', 'Computation', 'Discrete Mathematics']",25,157
Statistics for Applications,This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.,https://ocw.mit.edu/courses/18-650-statistics-for-applications-fall-2016/,"['Mathematics', 'Probability and Statistics']",22,158
Project Laboratory in Mathematics,"<p><em>Project Laboratory in Mathematics</em> is a course designed to give students a sense of what it’s like to do mathematical research. In teams, students explore puzzling and complex mathematical situations, search for regularities, and attempt to explain them mathematically. Students share their results through professional-style papers and presentations.</p>
<p>This course site was created specifically for educators interested in offering students a taste of mathematical research. This site features extensive description and commentary from the instructors about why the course was created and how it operates.</p>
",https://ocw.mit.edu/courses/18-821-project-laboratory-in-mathematics-spring-2013/,['Mathematics'],0,159
Topics in Mathematics with Applications in Finance,The purpose of the class is to expose undergraduate and graduate students to the mathematical concepts and techniques used in the financial industry. Mathematics lectures are mixed with lectures illustrating the corresponding application in the financial industry. MIT mathematicians teach the mathematics part while industry professionals give the lectures on applications in finance.,https://ocw.mit.edu/courses/18-s096-topics-in-mathematics-with-applications-in-finance-fall-2013/,"['Business', 'Finance', 'Mathematics', 'Applied Mathematics', 'Probability and Statistics']",24,160
Applied Category Theory,"Category theory is a relatively new branch of mathematics that has transformed much of pure math research. The technical advance is that category theory provides a framework in which to organize formal systems and by which to translate between them, allowing one to transfer knowledge from one field to another. But this same organizational framework also has many compelling examples outside of pure math. In this course, we will give seven sketches on real-world applications of category theory.",https://ocw.mit.edu/courses/18-s097-applied-category-theory-january-iap-2019/,"['Mathematics', 'Applied Mathematics', 'Topology and Geometry']",0,161
"Introduction to Computational Thinking with Julia, with Applications to Modeling the COVID-19 Pandemic","<p>This half-semester course introduces computational thinking through applications of data science, artificial intelligence, and mathematical models using the Julia programming language. This Spring 2020 version is a fast-tracked curriculum adaptation to focus on applications to COVID-19 responses.</p>
<p>See the MIT News article <a href=""https://news.mit.edu/2020/computational-thinking-class-enables-students-engage-covid-19-response-0407"" target=""_blank"" rel=""noopener"">Computational Thinking Class Enables Students to Engage in Covid-19 Response</a></p>
",https://ocw.mit.edu/courses/18-s190-introduction-to-computational-thinking-with-julia-with-applications-to-modeling-the-covid-19-pandemic-spring-2020/,"['Engineering', 'Computer Science', 'Algorithms and Data Structures', 'Computer Design and Engineering', 'Computer Networks', 'Mathematics', 'Applied Mathematics', 'Computation']",0,162
Introduction to Metric Spaces,"This course provides a basic introduction to metric spaces. It covers metrics, open and closed sets, continuous functions (in the topological sense), function spaces, completeness, and compactness.",https://ocw.mit.edu/courses/18-s190-introduction-to-metric-spaces-january-iap-2023/,"['Mathematics', 'Mathematical Analysis']",0,163
Introduction to Computational Thinking,"<p>This class uses revolutionary programmable interactivity to combine material from three fields – Computer Science + Mathematics + Applications – creating an engaging, efficient learning solution to prepare students to be sophisticated and intuitive thinkers, programmers, and solution providers for the modern interconnected online world.</p>
<p>Upon completion, students are well trained to be scientific “trilinguals,” seeing and experimenting with mathematics interactively as math is meant to be seen, and ready to participate and contribute to open source development of large projects and ecosystems.</p>
",https://ocw.mit.edu/courses/18-s191-introduction-to-computational-thinking-fall-2022/,"['Energy', 'Climate', 'Engineering', 'Computer Science', 'Algorithms and Data Structures', 'Computer Design and Engineering', 'Computer Networks', 'Mathematics', 'Applied Mathematics', 'Computation']",0,164
Introduction to Computational Thinking,"This is an introductory course on computational thinking. We use the Julia programming language to approach real-world problems in varied areas, applying data analysis and computational and mathematical modeling. In this class you will learn computer science, software, algorithms, applications, and mathematics as an integrated whole. Topics include image analysis, particle dynamics and ray tracing, epidemic propagation, and climate modeling.",https://ocw.mit.edu/courses/18-s191-introduction-to-computational-thinking-fall-2020/,"['Energy', 'Climate', 'Engineering', 'Computer Science', 'Algorithms and Data Structures', 'Computer Design and Engineering', 'Computer Networks', 'Mathematics', 'Applied Mathematics', 'Computation']",0,165
Introduction To MATLAB Programming,This course is intended to assist undergraduates with learning the basics of programming in general and programming MATLAB® in particular.,https://ocw.mit.edu/courses/18-s997-introduction-to-matlab-programming-fall-2011/,"['Engineering', 'Computer Science', 'Programming Languages', 'Systems Engineering', 'Computational Modeling and Simulation', 'Mathematics', 'Applied Mathematics']",0,166
Introduction to Bioengineering (BE.010J),Bioengineering at MIT is represented by the diverse curricula offered by most Departments in the School of Engineering. This course samples the wide variety of bioengineering options for students who plan to major in one of the undergraduate Engineering degree programs. The beginning lectures describe the science basis for bioengineering with particular emphasis on molecular cell biology and systems biology. Bioengineering faculty will then describe the bioengineering options in a particular engineering course as well as the type of research conducted by faculty in the department.,https://ocw.mit.edu/courses/20-010j-introduction-to-bioengineering-be-010j-spring-2006/,"['Engineering', 'Biological Engineering', 'Science', 'Biology', 'Cell Biology', 'Computation and Systems Biology', 'Molecular Biology']",0,167
Becoming the Next Bill Nye: Writing and Hosting the Educational Show,"<em>Becoming the Next</em> <a href=""https://en.wikipedia.org/wiki/Bill_Nye"" target=""_blank"" rel=""noopener""><em>Bill Nye</em></a> is about using video production techniques to develop your ability to engagingly convey your passions for science, technology, engineering, and / or math. You’ll have the opportunity to script and on-screen host 5-minute YouTube science, technology, engineering, and / or math-related shows to inspire youth to consider a future in science.",https://ocw.mit.edu/courses/20-219-becoming-the-next-bill-nye-writing-and-hosting-the-educational-show-january-iap-2015/,"['Fine Arts', 'Media Studies', 'Digital Media', 'Visual Arts', 'Film and Video', 'Social Science', 'Communication', 'Teaching and Education', 'Curriculum and Teaching', 'Educational Technology']",0,168
DV Lab: Documenting Science Through Video and New Media,"This course is an introductory exploration of documentary film theory and production, focusing on documentaries about science, engineering, and related fields. Students engage in digital video production as well as social and media analysis of science documentaries. Readings are drawn from social studies of science as well as from documentary film theory. The courses uses documentary video making as a tool to explore the worlds of science and engineering, as well as a tool for thinking analytically about media itself and the social worlds in which science is embedded. The course includes a hands-on lab component devoted to digital video production, in addition to classroom lectures and in-class film screenings.",https://ocw.mit.edu/courses/21a-550j-dv-lab-documenting-science-through-video-and-new-media-fall-2012/,"['Engineering', 'Fine Arts', 'Media Studies', 'Visual Arts', 'Film and Video', 'Science', 'Social Science', 'Anthropology']",0,169
"Listening, Speaking, and Pronunciation","This course is designed for high-intermediate ESL students who need to develop better listening comprehension and oral skills, which will primarily be achieved by detailed instructions on pronunciation.&nbsp;Our focus will be on (1) producing accurate and intelligible English, (2) becoming more comfortable listening to rapidly spoken English, and (3) learning common expressions, gambits, and idioms used in both formal and informal contexts.",https://ocw.mit.edu/courses/21g-223-listening-speaking-and-pronunciation-fall-2004/,"['Humanities', 'Language', 'English as a Second Language']",4,170
Seminar in Historical Methods,"This course is designed to acquaint students with a variety of approaches to the past used by historians writing in the twentieth century. The books we read have all made significant contributions to their respective sub-fields and have been selected to give as wide a coverage in both field and methodology as possible in one semester’s worth of reading. We examine how historians conceive of their object of study, how they use primary sources as a basis for their accounts, how they structure the narrative and analytic discussion of their topic, and what are the advantages and drawbacks of their various approaches.",https://ocw.mit.edu/courses/21h-931-seminar-in-historical-methods-spring-2004/,"['Humanities', 'History', 'Comparative History', 'Historical Methods', 'Historiography']",2,171
